username,text,tweetcreatedts,hashtags,retweetcount,likecount,acctdesc,location,followers,totaltweets,usercreatedts
aibmz_,4' - Goal. #mufc 1-1 Tottenham (Ndombele) #mulive,2020-10-04 15:34:54,"['mufc', 'mulive']",28,0,here for the meme & #예지 ,🖤,266,7802,2016-04-18 11:11:00
RichNeedsCoffee,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:54,[],280,0,"I’m just a grilled cheese looking for his tomato soup | Moderate Left, so not a Bernie Bro or a MAGAturd | IG: RichNeedsCoffee | Views = Mine","Huntsville, AL",94,3518,2016-08-06 01:51:06
1886George,Pretty eventful first four minutes . #MUNTOT,2020-10-04 15:34:54,['MUNTOT'],1,0,Giving you my thoughts on the game. As unbiased and fair as possible.,Upstate New York 🇺🇸,271,2130,2020-06-08 02:39:32
tngermaine,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:34:54,['MUNTOT'],711,0,RIP GOO HARA,,111,671,2015-12-19 15:26:36
Abdul_Maleek10,Maguire is shit😂😂#MUNTOT,2020-10-04 15:34:54,['MUNTOT'],1,1,Next worlds best⚽️. ABU📚. Arsenal🔴❤️. Future Footballer⚽️❤️🙏🏾. #30BG #DMW,Nigeria,863,11026,2018-06-23 20:57:22
ajlinning,Mad opening 3 minutes! #MUNTOT,2020-10-04 15:34:54,['MUNTOT'],1,0,"Celtic, Morton, ⚽️&🎾fan.  - Editorial Assistant @OffsideRulePod","Greenock, Scotland",136,8408,2012-01-03 20:56:38
baldheadzizou,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:54,"['MUFC', 'MUNTOT']",1828,0,"HALA MADRID/ antifa
/All the Vincius is my sons","Barcelona, Spain",824,328156,2009-08-30 01:48:32
KJDGooner,"The referee, Anthony Taylor, lives 5 miles from Old Trafford. Just saying that is wrong. #MUNTOT #mufc @premierleague @SkySportsPL https://t.co/sKkFPA5PSr",2020-10-04 15:34:54,"['MUNTOT', 'mufc']",0,0,Gooner. Detest #PC #woke #bbc #Nastyleft #Socialism #Hypicrites #theEU We must #defundtheBBC  RiP Mum (2020) we love & miss you.,England outside EU,1675,25429,2011-06-12 15:12:58
YAMA743,4' - Goal. #mufc 1-1 Tottenham (Ndombele) #mulive,2020-10-04 15:34:53,"['mufc', 'mulive']",28,0,とりあえず、やってみます。いつも呟いてるので、あまりつぶやかないかも,,1664,136037,2012-11-28 13:15:43
derek_snyders,"@MenInBlazers @rogbennett @DanThomasESPN 
#MUNTOT 
Battle of the worst two gaffers.
Although it is always more fun to see Jose lose.",2020-10-04 15:34:53,['MUNTOT'],0,0,Born in Johannesburg,,6,1626,2017-12-28 03:32:18
Payne24h,The fee for Alex Telles to #mufc is €15m plus add ons. Paperwork to be signed in the next few hours #mulive [@FabrizioRomano],2020-10-04 15:34:53,"['mufc', 'mulive']",529,0,𝙢𝙖𝙣𝙘𝙝𝙚𝙨𝙩𝙚𝙧 𝙪𝙣𝙞𝙩𝙚𝙙 𝙪𝙣𝙛𝙤𝙧𝙩𝙪𝙣𝙖𝙩𝙚𝙡𝙮,TM43,906,23941,2018-07-14 13:12:25
TeddyCaptain,1-0 United Bruno does not miss! #MUNTOT #mufc https://t.co/KzBnFHfi42,2020-10-04 15:34:53,"['MUNTOT', 'mufc']",254,0,"""Still I rise, Maya Angelou vibes.
When life comin' at you from all angles and sides.""

Number 1 fan of writer Wordsmith🖌️and rapper Fatbouy Beyz🎤",Driekoppies,2070,49714,2012-05-28 13:35:00
DestinyAtiti,We need this win... Let’s go!!!!!! 🔴 #MUNTOT #CuppyMUFC,2020-10-04 15:34:53,"['MUNTOT', 'CuppyMUFC']",1240,0,"PIONEER || Real facts || Cruise 
#Bossnation


























YES!! I RT PENG BABES😩😚😘😘",Mars ,2023,3189,2018-06-21 03:25:48
Onwe_alex,Maguire na phooool #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,Igbo. Manchester United fan.,"Lagos, Nigeria",801,8178,2017-11-14 21:28:55
SultanKayed,"Ndombele goal! 3 mins gone, United 1-1 Tottenham. #MUNTOT",2020-10-04 15:34:53,['MUNTOT'],0,0,"Chelsea by birth not by glory. I'm not blue by heart, because my heart will stop one day, I'm a Chelsea fan by soul, a soul is an eternity.",,1459,60938,2011-06-29 13:56:41
CapitalNWNews,"GOAL Tottenham have equalised. Ndombele scrambles it in from six yards out. 

United 1️⃣➖1️⃣ Spurs

#MUNTOT #CapitalReports",2020-10-04 15:34:53,"['MUNTOT', 'CapitalReports']",0,1,The news team for @CapitalManc and @CapLancashire. Tweet us your stories or e-mail northwest.news@global.com,"North West, England",4187,22751,2015-01-27 13:54:07
3arreiro,@MattyWate @LoloKale That’s surely one of the quickest penalties ever given. @ManUtd now have 9pen in 9games. #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,Brand Specialist | Product Design Consultant | #LFC Football Conversationalist @Goalloungetv,South Africa,392,2265,2011-01-19 08:32:25
Dude000Dude,This Maguire ehn 🤦🏽 #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,"Financial Advisor at ARMLIFE | ICT Consultant | Entrepreneur. Tables turn, bridges burn, you live and learn!",,538,8415,2010-09-05 14:30:19
Danny_1305,This defence is fucking comical #mufc,2020-10-04 15:34:53,['mufc'],0,0,I like travelling and sport. Manchester United & New England Patriots.,"England, United Kingdom",1315,40329,2009-06-29 16:37:45
Davex1990,And straight away it's back to hating my existence. #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,"Christian, NHS Worker, Rock/Metal/Vocal Synth fan. Incapable of aging, apparently.",West Sussex,137,3964,2009-04-14 09:13:42
WFAnalyst,"Harry Maguire WOW 🥴🥴🥴

#MUNTOT 1-1",2020-10-04 15:34:53,['MUNTOT'],0,0,Professional Football Coach™ & Analyst ⚽️👨🏻‍💻Podcasts/EFC Match Analysis/Stats🎙 📊 📈 📽 Media & Booking Appearances Email:TheFootballAnalyst@hotmail.com,Evertonian,3557,18891,2014-10-31 17:04:11
mahmoodhaffy,Back to the football and we’re underway at Old Trafford where #MUFC have a pen 31 seconds in. https://t.co/mYcJ7HB0Nq,2020-10-04 15:34:53,['MUFC'],4,0,🇿🇦 🇱🇸,,452,164401,2009-06-04 09:52:25
d__adriko,Imagine just like that over1.5😂😂 #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,4,IST | Rugby | Liqz in that order. Backrow for @usiurfc. @chelseafc| @hurricanesrugby| @chiefs| @bucks.,"Nairobi, Kenya",1174,8368,2019-02-28 21:09:46
jacob_larkman,Harry Maguire is the gift that keeps on giving 😂😂😂 #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],1,0,YNWA,,109,4367,2011-06-03 15:55:05
truekaa,YESSSS SPURS GOALL #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,2,"-( Football , Like And Retweet ) 
-(Fans : @ChelseaFC)
-(Gender : Female and Straight)
-(Just only this my account twitter)",,10434,311323,2009-12-29 19:05:17
Luqmannnn__,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:53,[],280,0,#GGMU,"Manchester, England",563,112074,2012-02-01 13:25:57
SymlYsf,"GOAL: Manchester United 1 - 1 Tottenham Hotspur. TANGUY NDOMBELE! Harry Maguire, that was crap. #MUNTOT 

⚽🔴⚪",2020-10-04 15:34:53,['MUNTOT'],30,0,oh sam-a-el,Singapore,723,118861,2010-01-12 13:59:10
Boss_Oyewolz,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:53,"['MUFC', 'MUNTOT']",1828,0,,"Lagos, Nigeria",230,84322,2014-01-25 08:19:12
Atadwemilk_,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:53,[],280,0,"@cristiano 💯if it's not @AmgMedikal and @sarkodie forget about RAP

💉
#2CEDISANDADRRAM","Greater Accra, Ghana",1230,10917,2020-04-11 12:57:56
Ayisi__,"This fridge paaaa😂😂😂
#MUNTOT",2020-10-04 15:34:53,['MUNTOT'],0,0,,"Accra, Ghana",1036,5835,2016-06-12 14:38:07
Ge_zzy,"Comical defending that, ridiculous. #MUNTOT",2020-10-04 15:34:53,['MUNTOT'],0,1,MASSIVE #MUFC fan.,Always @ old trafford,2398,21535,2011-07-28 14:53:07
VicQoHt_ManDvmz,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:53,"['MUFC', 'MUNTOT']",1828,0,#Taeyeon #Jaesuk #Jihyo #IU | #TYSONE | #TY4EVA | #LetsBeEachOthersHappiness | #RunningMan | #HarryPotter | #BaconTime | #DetectiveConan | #ManchesterUnited,"Bangkok, Thailand , Korea",1476,158416,2011-03-13 02:19:57
Sid10RedDevil,What was Harry Maguire doing there 😐 1-1. #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,"Manchester United 🔴🙌🏼 United forever || ✍️Contributor for @VAVEL || Transfers,Football Analysis - MUFC 🔴 & Europe",India,1612,19543,2014-08-14 10:53:40
ashlenney,uuuf 2 goals in 4 mins this game is gonna be exciting #MUNTOT,2020-10-04 15:34:53,['MUNTOT'],0,0,her/she  🔴⚪️,25 ,2649,49104,2014-06-09 10:14:31
nozzla,Maguire is such a poor defender. That header is pathetic. #mufc,2020-10-04 15:34:53,['mufc'],0,0,Try to play golf and support #mufc,,411,21155,2009-03-02 09:08:58
Solidskidlite,We need this win... Let’s go!!!!!! 🔴 #MUNTOT #CuppyMUFC,2020-10-04 15:34:52,"['MUNTOT', 'CuppyMUFC']",1240,0,Link to #you on all platforms Worldwide,,12,149,2020-03-17 11:14:19
inderghandial,"1-1! WHAT A START TO THIS GAME!

#MUNTOT",2020-10-04 15:34:52,['MUNTOT'],1,0,23 | Graduate | Graphic Designer | @LFC 🔴,United Kingdom,1032,37165,2010-04-05 17:06:43
kingofucl,"2nd minute penalty for Manchester United 
#MUNTOT https://t.co/q0CXclrqgn",2020-10-04 15:34:52,['MUNTOT'],0,10,| Chelsea | | Ronaldo |,,1168,8931,2019-12-22 08:44:50
Aubame_who,... And they they instantly mess it up. 😂 #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,Arsenal fan 🔴⚪ Likes and rts appreciated 👍,,3,60,2020-10-04 08:31:39
Siyah_Mshengu,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:52,"['MUFC', 'MUNTOT']",1828,0,"Umshayi wes'thombe 📷 | Nobody cares, Work harder. | Upcoming Software developer 💻
📩: Info@capturedappearance.co.za","Durban,South Africa",960,6505,2010-11-21 20:48:54
kaosiriwat,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:34:52,['MUNTOT'],304,0,,,10,552,2013-10-27 16:42:49
AnthonyRubio5,1-1 after 3 minutes. Both defences awful!! #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,I don't take life too seriously.. I just look like I do!!,"Manchester, England",275,11125,2012-06-19 05:56:42
ThreeCountLuuk,"What the fuck happened there Harry?

#MUNTOT",2020-10-04 15:34:52,['MUNTOT'],0,0,1x WrestleCircus SideShow Champion. Sin Cara fan. #CCK mark. Proud supporter of the #AntiFunPolice! all you need to know eh.,Eindhoven,268,5243,2015-12-08 23:16:49
jodeblack1,Our defence is so fucking poor it’s embarrassing. Maguire is trash. #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,,,192,6513,2014-09-14 20:15:17
United4Reds,Wtf Maguire!!! #MUFC #MUNTOT,2020-10-04 15:34:52,"['MUFC', 'MUNTOT']",0,0,An independent fan channel for all the Manchester United fans across the globe. A forum for everyone to share their opinions and views; unfiltered!,,53,2212,2019-04-29 22:54:11
Toxheen,"both team score after 3:56 minutes??

#MUNTOT",2020-10-04 15:34:52,['MUNTOT'],0,0,FC Barcelona addicted fan ll Lover of art,"Nigeria,lagos city",373,1252,2013-09-08 18:00:53
Boss_Oyewolz,"GOAL Man Utd 1-0 Spurs (2 mins)

Bruno Fernandes steps up and scores after Anthony Martial was tripped in the box by Davinson Sanchez 

#MUNTOT",2020-10-04 15:34:52,[],280,0,,"Lagos, Nigeria",230,84322,2014-01-25 08:19:12
Boss_Oyewolz,"PENALTY to Man Utd...

#MUNTOT",2020-10-04 15:34:52,['MUNTOT'],711,0,,"Lagos, Nigeria",230,84322,2014-01-25 08:19:12
solon594bce,Don’t worry y’all got another penalty coming Shirley ...just keep diving ya twats  #mufc,2020-10-04 15:34:52,['mufc'],0,0,"As you set out on the way to Ithaca hope that the road is a long one, filled with adventures, filled with understanding.",,4676,373680,2013-06-19 06:14:11
JayDeeMUFC,How many seconds of play time between the pen at Brighton and the pen now? 30 seconds? I love it!! #mufc,2020-10-04 15:34:52,['mufc'],0,0,Just #MUFC things,,36,394,2020-07-14 06:55:58
Nmc1030,Man United a mess at the back. No surprise there #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,Arsenal and New Jersey Devils Fan. Gamer and Sports fan in the Canadian Rockies. 🇮🇪/🇬🇧 He/Him,"Banff, Canada",37,2300,2013-03-06 10:04:00
Kev_WNG,No sooner 😂😂😂 #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,,,5168,4680,2018-11-03 19:55:47
KiranGill0,this game is tasty #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,1,"⛈️⛈️⛈️⛈️

Perhaps fuck off might be too kind",daydreaming,99,3509,2017-11-03 22:24:03
Sparx64,Fuck off Harry Maguire! #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,1,MUFC|Proteas|GSW|DC & Marvel|Analyst|TV Series Junkie|Muslim|,"Cape Town, South Africa",284,58292,2009-05-22 14:37:47
matthew_wyn,Harry Maguire cost £80m 🥴 #MUFC,2020-10-04 15:34:52,['MUFC'],0,1,"Pro - Welsh Independence 🏴󠁧󠁢󠁷󠁬󠁳󠁿 
Cymru am Byth 🏴󠁧󠁢󠁷󠁬󠁳󠁿
Brits Out","Bethesda, Wales",85,922,2018-01-27 16:32:17
DevilPeaky,What a start. What awful defending at both ends. Maguire with two abysmal headers. #mufc,2020-10-04 15:34:52,['mufc'],31,0,"Joker of life , Fan account and Manchester United's best DoF! Well , could be fun!",,211,104097,2019-06-22 17:13:05
VanityBallum,Ffs maguire ur shit with ur head cut it out #MUNTOT,2020-10-04 15:34:52,['MUNTOT'],0,0,"from s.welsh valleys.
ship Vanity,Ballum,Densi,Chlic, Saula
Elvis is my king Madonna is my Queen
love Music,Books&Movies
soap lover
man utd fan
love my dogs.","Wales, United Kingdom",1295,50404,2009-04-15 15:46:21
xinvadersxx,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:52,"['MUFC', 'MUNTOT']",1828,0,"Affiliate Streamer @ Twitch (xInvadersx) “If I can’t scuba, then what’s this all been about?”","Columbus, OH",528,23023,2012-04-19 02:31:18
RickySaputtra,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:52,[],3317,0,#MUFC,Indonesia,296,21961,2011-05-15 10:22:42
MMusaib,Get the fuck out of the club Maguire :) #mufc,2020-10-04 15:34:52,['mufc'],0,0,,,137,5619,2011-09-21 14:15:45
Dmeister89,"@brfootball There It Is ........... BRUNOOOOOOOOOOOO
#MUNTOT #PL https://t.co/QShKC1oqtU",2020-10-04 15:34:52,"['MUNTOT', 'PL']",0,0,Follow me for Different Sports updates around the World ⚽🎾🏏🏑🏊🚵🏋️⛹️,,399,28884,2014-12-28 13:48:46
maxdavis_17,Huge game for ndombele today #COYS #MUNTOT,2020-10-04 15:34:52,"['COYS', 'MUNTOT']",1,0,Coys ⚽️,,121,2924,2019-01-23 18:21:50
Bodacious_Bruno,"Maguire ffs.....Piss poor

#MUFC",2020-10-04 15:34:52,['MUFC'],0,0,,,194,26319,2018-03-20 03:45:36
rbnpaneru,"Goal - FERNANDES
Assist - MARTIAL

Man Utd 1-0 Spurs (2 mins)

#MUNTOT #FPL",2020-10-04 15:34:52,"['MUNTOT', 'FPL']",280,0,"Bibliophile.

❤ #MUFC","Syangja, Nepal",1048,131966,2011-06-03 07:33:20
ThisIsBolaji,"Penalty goal o!!!! It was destined to happen😂😂😂
#MUNTOT",2020-10-04 15:34:51,['MUNTOT'],1,0,"Future CEO/Head Programmer, DV. Proudly Nigerian.",,673,59006,2011-03-12 18:04:42
Iwoody10,Referee Anthony Taylor from Trafford Manchester awards Home team @ManUtd a penalty at Old Trafford 🤫#MUNTOT 🐀,2020-10-04 15:34:51,['MUNTOT'],0,0,We're not English we're SCOUSE!!!! #JFT96,LIVERPOOL ,255,7264,2010-10-12 14:10:56
ur_p4kiboi,"Bruno + Pen = GOAL! @IbbyAssani 
#MUNTOT #MUFC",2020-10-04 15:34:51,"['MUNTOT', 'MUFC']",0,1,Give my salaams to ur fam i'm coming soon!,Turkey,6,78,2020-10-03 21:07:22
GuesswhoA1,Final fee for Alex Telles will be around €15m with add ons. Porto have accepted also because the player forced the move - he only wanted to join Manchester United 🔴 #MUFC &gt; https://t.co/aI0OImt6s7,2020-10-04 15:34:51,[],3317,0,🇪🇷 x 🇯🇲,London ,292,742,2016-02-22 02:19:25
YawEmmanuel13,Maguire🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ #MUNTOT,2020-10-04 15:34:51,['MUNTOT'],0,0,,,9,217,2018-11-24 11:33:45
paul_yido,#BrunoFernandesPenaltyBingo who called 30 seconds then? #MUNTOT,2020-10-04 15:34:51,"['BrunoFernandesPenaltyBingo', 'MUNTOT']",0,0,,,176,1669,2011-02-13 15:26:08
ATS_TOIL,Harry with another assit #MUNTOT,2020-10-04 15:34:51,['MUNTOT'],0,0,@akaworldwide Fan.. @ManUtd fan   @orlandopirates fan,Bloemfontein,449,4716,2011-08-24 07:57:22
Hafi__z,See useless team #MUNTOT,2020-10-04 15:34:51,['MUNTOT'],0,0,,Akure,2447,212937,2010-05-06 13:21:45
Gareth_Utd,"Hope this helps 🤣🤣🤣🤣 

#MUNTOT #MUFC https://t.co/ZicZ9i6iGn",2020-10-04 15:34:51,"['MUNTOT', 'MUFC']",0,2,Football #MUFC #GGMU 🇾🇪 #GlazersOut || Pro Wrestling #WWE #WWENXT,Wales 🏴󠁧󠁢󠁷󠁬󠁳󠁿,3886,20227,2010-08-22 19:25:52
aditya__7,"Maguire you fucking dickhead
#MUNTOT",2020-10-04 15:34:51,['MUNTOT'],0,0,"Emotionally attached to Manchester United

|Chasing nothing but happiness in life|
🇮🇳",,402,2396,2015-11-23 15:24:42
keithmchugh_,Harry Maguire man 🤦🏻‍♂️ #MUFC,2020-10-04 15:34:51,['MUFC'],0,0,Football... bloody hell,"Chester, England",1063,12777,2010-07-25 16:00:31
mhmdtan,Maguire 🤦🏼‍♂️ #mufc #MUNTOT,2020-10-04 15:34:51,"['mufc', 'MUNTOT']",0,0,Manchester United 🔴,Lebanon,16,198,2011-11-13 16:45:21
SymsMohamed,Weren’t even done celebrating ffs 😐😑😑 #MUFC,2020-10-04 15:34:51,['MUFC'],0,1,Maldives🇲🇻☀️.                             Manchester United All The Way! ❤️,"Male', Maldives",1050,24787,2012-08-31 10:38:47
kintero69,😂 Maguire back at it again 🤡. #MUNTOT,2020-10-04 15:34:51,['MUNTOT'],0,0,There are always two sides to everything in life...Ghost_Fabian.,69th Avenue,2446,5423,2014-07-02 12:29:04
CassPlc,"Patrice Evra: ""Maguire, the captain. How many years has he been at #mufc? Just one. It shows that the club don't have any leaders to win trophies."" #mulive [@footballdaily] https://t.co/X72NGWZ48E",2020-10-04 15:34:51,['mufc'],2281,0,It's in your best interests to remember my name.,,855,89827,2010-05-30 21:27:59
AshhMaan,Fucking hell #MUNTOT,2020-10-04 15:34:51,['MUNTOT'],0,0,“lifes short... stunt it” - Jack Nash,YNWA,418,27239,2013-11-20 11:40:07
JordanMay22,I don't understand how the stutter on penalty kicks is fair for goalkeepers. Just me on this? #MUNTOT #PremierLeague,2020-10-04 15:34:51,"['MUNTOT', 'PremierLeague']",0,0,Taken ❤️,,3,327,2016-12-12 15:33:19
DevilPeaky,4' - Goal. #mufc 1-1 Tottenham (Ndombele) #mulive,2020-10-04 15:34:51,"['mufc', 'mulive']",28,0,"Joker of life , Fan account and Manchester United's best DoF! Well , could be fun!",,211,104097,2019-06-22 17:13:05
fareeznn,"YESSSSS  BRUUUNNOOOOO!!!

#MUFC #MUNTOT https://t.co/6DEYJOBoBg",2020-10-04 15:34:51,"['MUFC', 'MUNTOT']",1828,0,mens,"Pinang, Malaysia",105,2033,2014-03-11 16:31:52
AsedagAseda,A better goal from Tottenham #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,0,"Leader, Father of girls, businessman, Voting machine.","Kisumu, Kenya",553,3507,2013-09-22 15:31:33
fendyzaidan,Maguire you fuck. 80m piece of shit. 1-1 #mufc,2020-10-04 15:34:50,['mufc'],1,1,Manusia Prahistorik Digital. Parody account of a father of two boys. I also tweet about Man Utd.,"Kajang, Selangor",1105,37417,2007-05-15 07:27:22
samyyblack,"BRUNO FERNANDES DOES IT AGAIN ⚽️

#MUNTOT https://t.co/Ul1ByCygss",2020-10-04 15:34:50,['MUNTOT'],304,0,"Bayern 🔴⚪
MIA Heat 🔴⚫",,63,1153,2017-09-30 18:05:10
rosi_mufc,"Cavani in Manchester. Medical to come. 
Telles close too. 
Monday can be spent trying to get that RW in - namely Sancho #mufc #transfers",2020-10-04 15:34:50,[],442,0,"UX/UI Designer & Developer | Consultant 🔥
#MUFC",,2268,45409,2011-02-18 09:57:36
tinatengra07,Saw that coming lol. Our captain is the key to our downfall on the field. #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,1,"sad vibe, glam life ✌️
*you've been warned*",,3183,37424,2010-02-17 13:49:46
mafex66,The game hasn’t even started yet &amp; Man U already got a penalty...😂 #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,0,Professional Engineer Electrical📖,South Africa,132,1382,2011-10-25 14:17:23
JedBurnell,Maguire man 😂😂😂 #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,7,#JF96 #YNWA,,1490,19023,2012-01-06 23:39:09
daniel_kumordzi,Game on! #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,0,,ghana,43,119,2011-02-22 14:12:44
michael_nsisong,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:50,[],23284,0,"I love Jesus 
Pastor W F Kumuyi 
#Mufc
#miqueen",Ifb quickly ,3155,63729,2019-02-16 20:39:55
Khodie_M,Hahahaha.. We are trending as penalty FC.. 😂😂😂😂 A GOAL ISSA GOAL #MUNTOT,2020-10-04 15:34:50,['MUNTOT'],0,0,"Old Trafford is home..... GGMU....  ⚽






Twin Mom 💖💖",OLD TRAFFORD,623,42564,2009-07-25 12:21:07
amWilliez,"Manchester United and Porto have reached an agreement for Alex Telles! Last details to be sorted on next few hours, then medicals and official announcement. Here we go soon! 🔴 #MUFC #transfers",2020-10-04 15:34:50,[],23284,0,"Red Devil👺| Introvert🤐| Likes fun👻| Programmer💻| Signal Engineer🚄|
'Man United breathes football', RVP | #OleIn |
'God above everything'.
#BlackLivesMatter","الدوحة, دولة قطر",4880,13999,2012-07-13 13:39:27
ManUtdInPidgin,"Tottenham don score, na 1-1 

#MUFC #GGMU 🔴⚫️ #MUNTOT",2020-10-04 15:34:50,"['MUFC', 'GGMU', 'MUNTOT']",4,13,"#MUFC News in Pidgin. Follow us Now! 📩 info@manutdinpidgin.com, @MuipFPL Gold #TakeYourThrone","Lagos, Nigeria",77480,101360,2015-08-06 22:43:56
drayy09,"Maguire is doing the lord’s work😂😂😂🙏🙏🙏🙏
#MUNTOT",2020-10-04 15:34:50,['MUNTOT'],7,22,"Back Up account, Main account got suspended 🤦🏾‍♂️💔 @draayyy09 // Sc:draykerwin",Taifa Boy⚠️,8587,34256,2020-06-21 12:15:56
